username,user_handle,date,retweets,favorites,text,geological_location,mentions,hashtags,tweet_id,permalink
Flash Technology,flashtechnology,2018-07-11 11:18,0,1,"Discover best practices for installing the Vanguard® Medium FTS 370d obstruction lighting system. https://youtu.be/fWKAkd0oLZU",,,,"1017065550650933248",https://twitter.com/flashtechnology/status/1017065550650933248
Target Solutions Ltd,Target_Sol,2018-07-10 11:25,0,0,"Ever wanted to know how to install LED lights that will flash in time with the music in your car? Here's how. Credit Nextgen Data Technologies # technology # lighting # LEDlights # music # speaker # targetsolutions # doityourself https://www.facebook.com/TargetSolutionsLtd/posts/2121309391440749 …",,,# # # # # # #,"1016704994827960320",https://twitter.com/Target_Sol/status/1016704994827960320
Loot Mountain,LootMountain,2018-05-08 04:41,0,0,"... Delta Box, Shenzhen Xingbiao, OBSTA, Orga Aviation, Holland Aviation, Shenzhen Ruibu, International Tower Lighting, Flash Technology ( SPX ), Dialight, Obelux, Hubbell Incorporated and Cooper Industries. LED O .. https://www.google.com/url?rct=j&sa=t&url=https://theanalystfinancial.com/191279/led-obstruct-lighting-market-development-by-2023-hughey-phillips-avlite-dialight-and-flash-technology-spx/&ct=ga&cd=CAIyHDAxNGFjNDI5ZGFjY2I1ODM6Y29tOmVuOlVTOlI&usg=AFQjCNE7BeEQefSlaE9bWdvgVHxM8TcAYA …",,,,"993772751621156864",https://twitter.com/LootMountain/status/993772751621156864
Cheers for Cameras,camera_cheers,2018-02-26 09:24,0,0,"Join 8 people right now at "Canon Speedlite 470EX-AI Flash is the Worlds First Flash with Auto Intelligent Bounce Technology to Get Ideal Lighting Conditions Indoors & Professional-Looking Flash Photography" # cheers # cameras # photography # technology… http://cheers.ws/Z22sCD?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/o5NmvVEnRI",,,# # # #,"968129535488045056",https://twitter.com/camera_cheers/status/968129535488045056
Simpler Photography,SimplerPhotos,2018-02-26 02:45,0,1,"Canon’s 470EX-AI is the World’s First Flash with AI Bounce - Canon has announced the new 470EX-AI, a flash with a new “revolutionary” technology called Auto Intelligent (AI) Bounce. It can figure out the optimal bounce angle for lighting your subject.... http://ow.ly/6nxo50gDrgj",,,,"968029299646312448",https://twitter.com/SimplerPhotos/status/968029299646312448
Opine⚛️ENERGY,opineENERGY,2017-12-11 05:49,0,0,"LED Obstruct Lighting Market: (Carmanah Technologies, Hughey & Phillips, Dialight, Avlite, Flash Technology) – EMEA (Europe, Middle East And Africa) Industry Analysis, Size, Share, Growth, Trends and Forecast 2017 – 2022 http://ift.tt/2A9vpXN # Opines on # Energy",,,# #,"940171734291972097",https://twitter.com/opineENERGY/status/940171734291972097
Redtronic,Redtronic,2017-12-06 12:00,0,0,"Redtronic products are at the cutting edge of lighting technology. We offer a fully-customisable experience including a variety of colours, flash patterns, syncronisation options and more! # VehicleLighting # WarningLightspic.twitter.com/99eqEc3ATB",,,# #,"938453103917092864",https://twitter.com/Redtronic/status/938453103917092864
TechAnnouncer,TechAnnouncer,2017-04-14 07:57,0,0,"Global LED Obstruct Lighting Market 2017 - Carmanah Technologies, Hughey & Phillips, Dialight, Flash Technology (SPX), Avlite, Orga Aviat... pic.twitter.com/iBtnSUF3bN",,,,"852853426711130112",https://twitter.com/TechAnnouncer/status/852853426711130112
Cheers for Tech,tech_cheers,2017-03-26 02:35,0,1,"Join 7 people right now at "Lighting 103: When Not to Gel Your Flash" # cheers # technology # tech # cameras # lighting… http://bit.ly/2n4BjSs pic.twitter.com/rhSbootVKW",,,# # # # #,"845886932097785857",https://twitter.com/tech_cheers/status/845886932097785857
Chris Young,Norsunenergy,2016-04-29 10:19,0,0,"Flash Technology Enhances Remote-Monitoring Solutions For Obstruction Lighting http://ift.tt/1rEV3iv Franklin, Tenn.-based Flash Techno…",,,,"726053332020789248",https://twitter.com/Norsunenergy/status/726053332020789248
Nigel Hollingworth,Clearlensphoto,2015-08-11 12:48,0,0,"Flash Lighting: QA: How to Shoot Events Without TTL Flash: Technology is great. But it can also make us its sl... http://bit.ly/1TqceuP",,,,"631145096554024960",https://twitter.com/Clearlensphoto/status/631145096554024960
SPX FLOW,SPXFlow,2015-04-17 05:01,0,0,"SPX flash technology provides an insight into international regulations for aviation obstruction lighting: http://ow.ly/LxMBG",,,,"588990681865134080",https://twitter.com/SPXFlow/status/588990681865134080
CNN Create,CNNCreate,2015-01-20 06:01,0,0,"|| TECHNOLOGY Adorama Debuts Flashpoint Zoom Li-on On-Camera Flash Units & Lighting Accessories. Via @ShutterbugMag http://ow.ly/Hyi7O",,@ShutterbugMag,,"557493121282768896",https://twitter.com/CNNCreate/status/557493121282768896
corkyd,corkyd,2018-07-15 07:08,0,0,"FLASH TECHNOLOGY TOWER SAFETY OBSTRUCTION LIGHTING Radio Cell Light Assembly Best Ever ! # towersafety # safetylighting # safetytechnologyhttps://ebay.to/2zF8BmL",,,# # #,"1018452315089588225",https://twitter.com/corkyd/status/1018452315089588225
Dave Seeram,PhotographyBB,2018-02-26 04:31,1,1,"Canon’s 470EX-AI is the World’s First Flash with AI Bounce - Canon has announced the new 470EX-AI, a flash with a new “revolutionary” technology called Auto Intelligent (AI) Bounce. It can figure out the optimal bounce angle for lighting your subject.... http://ow.ly/GCVq50gDu6h",,,,"968055799460360192",https://twitter.com/PhotographyBB/status/968055799460360192
IT Jobs Tennessee,ITTennessee,2018-01-16 04:08,0,0,"Tech Support Analyst: Job Summary About Flash Technology Flash Technology, an SPX Corporation business, provides certified FAA obstruction lighting systems, tower lights, and monitoring equipment to the telecom,… http://tw.eet.link/QBPwn0 # IT # job # hiring # IT # techjob # ITJob",,,# # # # # #,"953192118071148544",https://twitter.com/ITTennessee/status/953192118071148544
Cheers,C_H_E_E_R_S,2017-05-08 04:32,0,0,"Join 9 people right now at "Lighting 103: When Not to Gel Your Flash" # cheers # parties # cameras # technology… http://bit.ly/2n4BjSs pic.twitter.com/XKHhQWNB5E",,,# # # #,"861499075551666176",https://twitter.com/C_H_E_E_R_S/status/861499075551666176
Drachmae Project,E_Drachma,2017-04-14 07:57,0,0,"Global LED Obstruct Lighting Market 2017 - Carmanah Technologies, Hughey & Phillips, Dialight, Flash Technology (SPX), Avlite, Orga Aviat... pic.twitter.com/v0npl7qXHr",,,,"852853421015224320",https://twitter.com/E_Drachma/status/852853421015224320
Patricia W. Adam,patriciawadam,2017-02-11 13:58,0,0,"Flash Technology FH 3620 FH3620 LED Medium Intensity Obstruction Lighting System https://goo.gl/fb/HMtH52",,,,"830491260934828032",https://twitter.com/patriciawadam/status/830491260934828032
IFS news,IFS_news,2016-10-16 19:59,0,1,"TECHNOLOGY: Need More Light? The Flash Bag Doubles as a Camera Bag and a Reflector # theflashbag # lighting https://goo.gl/PaMnTv pic.twitter.com/6a7DPr5Pl6",,,# #,"787805071715295232",https://twitter.com/IFS_news/status/787805071715295232
James Techerit,Techerit,2016-05-06 13:15,0,0,"iKlips 256GB Lightning USB 3.0 Dual-Interface Flash Drive # Fast, # FlashDrive, # Lighting, # Technology # gadget # techn…pic.twitter.com/XAHzXW1O5V",,,# # # # # #,"728634298941722624",https://twitter.com/Techerit/status/728634298941722624
Product Bake,productbake,2015-02-18 06:09,0,0,"RT TechCrowdfund: RT TechCrowdfund: RT CrowdfundSpirit: Istor - Usb Flash Drive With Lighting... - TECHNOLOGY # crowdfunding project needs y…",,,#,"568004313609605120",https://twitter.com/productbake/status/568004313609605120
Svend Eric Panjer,SvendEricPanjer,2015-01-23 04:44,0,0,"Food for thoughts IHS Technology News Flash: Ten Lighting and LED Trends to Watch in 2015 | IHS Online Pressroom http://press.ihs.com/press-release/technology/ihs-technology-news-flash-ten-lighting-and-led-trends-watch-2015 …",,,,"558560988484894721",https://twitter.com/SvendEricPanjer/status/558560988484894721
Flash Projects,flash_projects,2014-11-15 02:28,0,0,"Animated video of Smart Lighting Technology (2Min Length) http://bit.ly/1vfzODj",,,,"533521983716085760",https://twitter.com/flash_projects/status/533521983716085760
CrowdfundingPromoter,jhony4942,2014-09-10 12:03,0,0,"Flash Right Fusion!A Revolutionary technology for photo & video lighting industry: https://www.indiegogo.com/projects/flashright-fusion/x/4259225 … # DSLR # crowdfunding # photography",,,# # #,"509733930216329217",https://twitter.com/jhony4942/status/509733930216329217
londonphoto,ldn_photo,2018-02-26 05:46,0,0,""Canon’s 470EX-AI is the World’s First Flash with AI Bounce" http://ift.tt/2Cmz5KD Michael Zhang Canon has announced the new 470EX-AI, a flash with a new “revolutionary” technology called Auto Intelligent (AI) Bounce. It can figure out the optimal bounce angle for lighting y…",,,,"968074737225207808",https://twitter.com/ldn_photo/status/968074737225207808
chinadeals,chinasecretdeal,2018-02-05 02:22,0,0,"Other Deals: Flash Deals: Up to 79% OFF for Lights & Lighting from BANGGOOD TECHNOLOGY CO., LIMITED https://chinacoupon.info/?p=53168 pic.twitter.com/XX6PZ6AqxC",,,,"960413347253452800",https://twitter.com/chinasecretdeal/status/960413347253452800
IT Jobs Tennessee,ITTennessee,2017-12-29 07:14,0,0,"Tech Support Analyst: Job Summary About Flash Technology Flash Technology, an SPX Corporation business, provides certified FAA obstruction lighting systems, tower lights, and monitoring equipment to the telecom,… http://tw.eet.link/Q84GkJ # IT # job # hiring # IT # techjob # ITJob",,,# # # # # #,"946715952686686208",https://twitter.com/ITTennessee/status/946715952686686208
Opine⚛️ENERGY,opineENERGY,2017-12-11 05:34,0,0,"PRESS RELEASE » LED Obstruct Lighting Market: (Carmanah Technologies, Hughey & Phillips, Dialight, Avlite, Flash Technology) – EMEA (Europe, Middle East And Africa) Industry Analysis, Size, Share, Growth, Trends and Forecast 2017 – 2022 http://ift.tt/2A9vpXN # Opines on #…",,,# #,"940168026229559297",https://twitter.com/opineENERGY/status/940168026229559297
People Exclusive,PeoplExclusive,2017-11-18 03:04,0,0,"Global LED Obstruct Lighting Market-KeyPlayers: Flash Technology (SPX), Dialight, Avlite, Hughey & Phillips and… http://peopleexclusive.com/global-led-obstruct-lighting-market-keyplayers/ …",,,,"931795272069459968",https://twitter.com/PeoplExclusive/status/931795272069459968
Genesis Lamp,GenesisLampCorp,2017-10-12 15:34,0,1,"Flash Technology’s Vanguard LED obstruction lighting system http://sumo.ly/HdLt via @ Windpower_Eng",,@,,"918560423028383746",https://twitter.com/GenesisLampCorp/status/918560423028383746
Patricia W. Adam,patriciawadam,2017-03-21 04:43,0,0,"FLASH TECHNOLOGY FH3620-2 TOWER SAFETY LED OBSTRUCTION LIGHTING Radio https://goo.gl/fb/sJvlhb",,,,"844107067380158464",https://twitter.com/patriciawadam/status/844107067380158464
Buy Mobile Phones,99mobilephones,2016-04-29 15:53,0,0,"# Mobile # Phones #5: Selfie Light Torch: Cell Phone Flash LED Mini Spotlight Ring Fill-In Lighting... http://amzn.to/1NGCzYr # Technology",,,# # #5 #,"726137421943820289",https://twitter.com/99mobilephones/status/726137421943820289
Product Bake,productbake,2015-02-28 03:34,0,0,"RT TechCrowdfund: RT TechCrowdfund: RT Pre_Crowd: RT CrowdfundCentre: Istor - Usb Flash Drive With Lighting... - TECHNOLOGY # crowdfunding p…",,,#,"571589161158897664",https://twitter.com/productbake/status/571589161158897664
Product Bake,productbake,2015-02-18 05:47,0,0,"RT TechCrowdfund: RT CrowdfundSpirit: Istor - Usb Flash Drive With Lighting... - TECHNOLOGY # crowdfunding project needs your support …",,,#,"567998883785277440",https://twitter.com/productbake/status/567998883785277440
PressReleasePoint,prpnews,2015-01-14 09:50,0,0,"http://tinyurl.com/k2ld68x IHS Technology News Flash: Ten Lighting and LED Trends to Watch in 2015",,,,"555376364539224065",https://twitter.com/prpnews/status/555376364539224065
Future Lighting,Future_Lighting,2014-07-28 04:59,0,0,"FLASH: K3 takes over Retail Technology Ltd http://dlvr.it/6Rry1x",,,,"493682171366752256",https://twitter.com/Future_Lighting/status/493682171366752256
SubTerra Studios,SubTerraStudios,2014-07-24 23:30,0,0,"I do believe that we have seen some truly stunning advances in flash lighting technology. http://ow.ly/zxFK8",,,,"492512103803404289",https://twitter.com/SubTerraStudios/status/492512103803404289
Phumla,PhumlaShongwe,2014-04-05 12:48,3,2,"Guys I'm dark, good cams, flash, good lighting and filters make me otherwise, it's not misleading it's technology",,,,"452487986320801793",https://twitter.com/PhumlaShongwe/status/452487986320801793
Sebastián Cueva,dqeva,2013-07-23 13:42,0,0,"# lighting Youtu GShot flash trigger can control your camera via radio or IR: A new technology fir... http://bit.ly/13YKFOn # photography",,,# #,"359730166748020736",https://twitter.com/dqeva/status/359730166748020736
Radio magazine,Radiomagazine,2013-05-10 11:37,0,0,"Flash Technology FTS 370w: Solid-state tower lighting and 2013 Pick Hit Award Winner http://bit.ly/15Ug4ZD",,,,"332882150099677184",https://twitter.com/Radiomagazine/status/332882150099677184
🇺🇸U.S. Flash Feed🇺🇸,Flash_Feed,2012-10-29 02:31,0,0,"Philips Hue First Impressions: Wi-Fi Lighting Plus Fun - See on Scoop.it - Flash Technology News So,... http://tmblr.co/ZUbd0yWBQAky",,,,"262803759309135872",https://twitter.com/Flash_Feed/status/262803759309135872
🇺🇸U.S. Flash Feed🇺🇸,Flash_Feed,2012-10-25 00:04,0,0,"Apply to Attend National Tree Lighting Ceremony Tomorrow - See on Scoop.it - Technology and media WASHINGTON... http://vsb.li/xhpMxK",,,,"261317247237246976",https://twitter.com/Flash_Feed/status/261317247237246976
AGL Media Group,AGLMediaGrp,2012-10-18 16:55,1,0,"Flash Technology unveils a new innovation in obstruction lighting. http://j.mp/VfSjGf",,,,"259034926698094595",https://twitter.com/AGLMediaGrp/status/259034926698094595
Paul Stone,StoneZone5,2012-09-18 19:37,2,2,"Its kind of scary that with a flash of lighting or a gust of wind we can be forced into using almost only pre 1900s technology",,,,"248204248112852992",https://twitter.com/StoneZone5/status/248204248112852992
Victory Riders,VRNetwork,2012-06-05 19:33,0,0,"Sequential Lighting Update: Vision-Rider john frey posted: Flash ME Technologies Is the front one available now? http://bit.ly/MB6xxj",,,,"210152326017716224",https://twitter.com/VRNetwork/status/210152326017716224
petLoveDNA,petLoveDNA,2012-05-29 19:18,0,0,"Roadside Electronic Flash Flare 2-pack Includes Case, Bright LED Technology, 4 Variable Lighting Sequences (2580... http://bit.ly/KQ3WfA",,,,"207611825917919234",https://twitter.com/petLoveDNA/status/207611825917919234
Nikon South Africa,Nikon_SA,2012-05-22 10:44,2,0,"Photography - Speedlights and Lighting "Lighting and flash has been around for a long time but the technology... http://fb.me/1xRep44y0",,,,"204945726067851264",https://twitter.com/Nikon_SA/status/204945726067851264
Violet Fenn,violetfenn,2011-12-15 16:39,1,0,"So, technology=bad but pimped up pony buggies complete with flash lighting and touch screens are okay? *confused face* # livingwiththeamish",,,#,"147430632291713024",https://twitter.com/violetfenn/status/147430632291713024
Nalani Bott,beautybott,2011-11-13 17:04,0,1,"Must have to understand technology ie different lighting, flash, angle etc. # MUFEProRoadShow",,,#,"135840399074926592",https://twitter.com/beautybott/status/135840399074926592
Cyrulah,Millennial_Rule,2011-05-20 14:56,0,0,"Flash Technology Launches DC-Powered Meteorological Lighting Package - North American Windpower: Flash Technolog... http://bit.ly/lLdUi2",,,,"71650437610209280",https://twitter.com/Millennial_Rule/status/71650437610209280
LiteTouch,LiteTouch,2009-07-31 09:25,0,1,"See "Experience Lighting Control: Sophisticated technology. Real-world benefits." in 3D Flash at http://tinyurl.com/logxae",,,,"2950850229",https://twitter.com/LiteTouch/status/2950850229
Bill Moore,TheSolarTech,2009-06-22 11:49,0,0,"Flash Technology To Provide Lighting For John Deere Wind Energy: based Flash Technology, an SPX subsidiary, has committe http://url4.eu/18RD",,,,"2280426176",https://twitter.com/TheSolarTech/status/2280426176
Khayyam Wakil 🍁,iamkhayyam,2009-04-27 05:43,0,0,"BBC - Technology: Is Flash lighting the way for future media? http://bit.ly/xvG80",,,,"1627689239",https://twitter.com/iamkhayyam/status/1627689239
TwitLinksRSS,TwitLinksRSS,2009-02-26 07:13,0,1,"BBC NEWS | dot.life | A blog about technology from BBC News | Is Flash lighting the way for future media?: So ho.. http://tinyurl.com/bfcxly",,,,"1253337899",https://twitter.com/TwitLinksRSS/status/1253337899
