username,user_handle,date,retweets,favorites,text,geological_location,mentions,hashtags,tweet_id,permalink
Vienna_Tower,Vienna_tower,5/25/2010 3:28,0,0,"Greenliant Systems Acquires NANDrive, NAND Controller and Specialty Flash Memory Assets from Microchip Technology http://bit.ly/9XCE6X",,,,14678294822,https://twitter.com/Vienna_tower/status/14678294822
thereal shapeshifter,scifi_reviews,12/14/2009 0:11,0,0,FlashForward theory: D. Gibbons was able to have a private flash forward that enabled him to learn about Simon's Tower of Doom technology,,,,6652813466,https://twitter.com/scifi_reviews/status/6652813466
corkyd,corkyd,7/15/2018 7:08,0,0,FLASH TECHNOLOGY TOWER SAFETY OBSTRUCTION LIGHTING Radio Cell Light Assembly Best Ever ! # towersafety # safetylighting # safetytechnologyhttps://ebay.to/2zF8BmL,,,# # #,1.02E+18,https://twitter.com/corkyd/status/1018452315089588225
Dhonnay,DomHonnay,4/25/2018 1:50,0,0,"In the world of # technology, all-flash # storage is seen as being in the ivory tower & still the purview of high-end # primary # applications & larger companies. It's now time for # flash to become available to all # markets. Check out our full blog post here: http://okt.to/hpcTN6 pic.twitter.com/Z2Tm6DTAd2",,,# # # # # #,9.89E+17,https://twitter.com/DomHonnay/status/989018683174473728
Tennessee Recruiter,TennesseeHiring,12/30/2017 15:50,0,0,"Tech Support Analyst: Job Summary About Flash Technology Flash Technology, an SPX Corporation business, provides certified FAA obstruction lighting systems, tower lights, and monitoring equipment to the telecom,… http://tw.eet.link/Q8FT4j # tech # job # IT # IT # techjob # ITJob",,,# # # # # #,9.47E+17,https://twitter.com/TennesseeHiring/status/947208182723633153
Healthy 44 Care,H44Care,10/4/2017 12:01,0,0,Flash Technologies FTB 310 White Med Intensity White L-865 Xenon Tower Light Kit http://leto.steinstone.info/US/categories/twt/?item=172905688499 …,,,,9.16E+17,https://twitter.com/H44Care/status/915607695314501632
Patricia W. Adam,patriciawadam,2/23/2017 9:20,0,0,FLASH TECHNOLOGY FH 3620-2 TOWER SAFETY LED OBSTRUCTION LIGHTING https://goo.gl/fb/mhD2vZ,,,,8.35E+17,https://twitter.com/patriciawadam/status/834769933435297792
BoyyZa,BoyyZa,11/11/2014 12:20,0,0,(32GB Metal Eiffel Tower USB Flash Drive (Silver)) Computer & Technology http://fb.me/1mRo8B6Hd,,,,5.32E+17,https://twitter.com/BoyyZa/status/532221242468605953
jaydreamer,tetsu_girl,8/26/2014 16:44,0,0,@ mtvsplashpage pretty sure left graffiti is Palmer Technologies logo (see Flash teaser http://youtu.be/XuoKFkv6P0c ). fans say left tower is Stagg,,@,,5.04E+17,https://twitter.com/tetsu_girl/status/504368731745566720
landonfang,landonfang1,3/26/2014 3:49,0,0,"http://gmtlight.en.alibaba.com/product/473212878-200202610/Plastic_Beer_Tower.html … - Plastic Beer Tower, View plastic beer tower, GMT Product Details from Beijing Golden Flash Technology",,,,4.49E+17,https://twitter.com/landonfang1/status/448728314585165824
Flash Technology,flashtechnology,8/31/2010 17:43,0,0,"Flash Technology's advanced MET tower lighting solutions will be at AWEA's Wind Resource & Assessment Workshop, Sep 14-15 Oklahoma City, OK",,,,22651384414,https://twitter.com/flashtechnology/status/22651384414
Vienna_Tower,Vienna_tower,2/16/2010 12:35,0,0,RT @ tweetmeme SanDisk 64GB iNAND Embedded Flash Drives | Technology guide - India's latest technology - gadget news http://is.gd/8reCR,,@,,9193907871,https://twitter.com/Vienna_tower/status/9193907871
doitJEFFSTYLE ✌️,doitJEFFSTYLE,12/19/2008 13:38,0,0,"@ scottjanousek haha, i remember seeing that tower when I went down to the Boston Flash Lite Technology Day!",,@,,1067595147,https://twitter.com/doitJEFFSTYLE/status/1067595147
IT Memphis Jobs,ITJob_Memphis,12/30/2017 10:37,0,0,"Tech Support Analyst: Job Summary About Flash Technology Flash Technology, an SPX Corporation business, provides certified FAA obstruction lighting systems, tower lights, and monitoring equipment to the telecom,… http://tw.eet.link/Q8D0fP # tech # job # IT # IT # techjob # ITJob",,,# # # # # #,9.47E+17,https://twitter.com/ITJob_Memphis/status/947129421227376640
landonfang,landonfang1,4/29/2014 22:13,0,0,"http://gmtlight.en.alibaba.com/product/1527202811-200202610/Flashing_Wine_Tower.html … - Flashing Wine Tower, View Flashing Wine Tower, GMT Product Details from Beijing Golden Flash Technology",,,,4.61E+17,https://twitter.com/landonfang1/status/461327460928192512
Flash Technology,flashtechnology,7/17/2018 15:05,0,0,The FTB 205 high intensity xenon tower lighting system now ships with a new coupling transformer assembly. Integrating couplers increases the reliability of the lighting system by improving tube and trigger performance. Instruction sheet and manual at http://ow.ly/blXD30kZQjZ pic.twitter.com/mmrl4tUqeB,,,,1.02E+18,https://twitter.com/flashtechnology/status/1019296983201091584
corkyd,corkyd,7/17/2018 7:10,0,0,FLASH TECHNOLOGY TOWER SAFETY OBSTRUCTION LIGHTING Radio Cell Light Assembly Best Ever ! # towersafety # safetylighting # safetytechnologyhttps://ebay.to/2zF8BmL,,,# # #,1.02E+18,https://twitter.com/corkyd/status/1019177626735398918
Loot Mountain,LootMountain,5/8/2018 4:41,0,0,"... Delta Box, Shenzhen Xingbiao, OBSTA, Orga Aviation, Holland Aviation, Shenzhen Ruibu, International Tower Lighting, Flash Technology ( SPX ), Dialight, Obelux, Hubbell Incorporated and Cooper Industries. LED O .. https://www.google.com/url?rct=j&sa=t&url=https://theanalystfinancial.com/191279/led-obstruct-lighting-market-development-by-2023-hughey-phillips-avlite-dialight-and-flash-technology-spx/&ct=ga&cd=CAIyHDAxNGFjNDI5ZGFjY2I1ODM6Y29tOmVuOlVTOlI&usg=AFQjCNE7BeEQefSlaE9bWdvgVHxM8TcAYA …",,,,9.94E+17,https://twitter.com/LootMountain/status/993772751621156864
IT Jobs Tennessee,ITTennessee,12/29/2017 7:14,0,0,"Tech Support Analyst: Job Summary About Flash Technology Flash Technology, an SPX Corporation business, provides certified FAA obstruction lighting systems, tower lights, and monitoring equipment to the telecom,… http://tw.eet.link/Q84GkJ # IT # job # hiring # IT # techjob # ITJob",,,# # # # # #,9.47E+17,https://twitter.com/ITTennessee/status/946715952686686208
Patricia W. Adam,patriciawadam,3/21/2017 4:43,0,0,FLASH TECHNOLOGY FH3620-2 TOWER SAFETY LED OBSTRUCTION LIGHTING Radio https://goo.gl/fb/sJvlhb,,,,8.44E+17,https://twitter.com/patriciawadam/status/844107067380158464
Patricia W. Adam,patriciawadam,2/27/2017 2:04,0,0,FLASH TECHNOLOGY FH 308 STROBE TOWER OBSTRUCTION LIGHTING https://goo.gl/fb/P9bqYS,,,,8.36E+17,https://twitter.com/patriciawadam/status/836109791772741634
Radio magazine,Radiomagazine,5/10/2013 11:37,0,0,Flash Technology FTS 370w: Solid-state tower lighting and 2013 Pick Hit Award Winner http://bit.ly/15Ug4ZD,,,,3.33E+17,https://twitter.com/Radiomagazine/status/332882150099677184
Flash Technology,flashtechnology,9/7/2010 7:03,0,0,Flash Technology's advanced MET tower lighting solutions wil... http://conta.cc/cyVKGo via # constantcontact,,,#,23227725515,https://twitter.com/flashtechnology/status/23227725515
corkyd,corkyd,7/15/2018 7:08,0,0,FLASH TECHNOLOGY TOWER SAFETY OBSTRUCTION LIGHTING Radio Cell Light Assembly Best Ever ! # towersafety # safetylighting # safetytechnologyhttps://ebay.to/2zF8BmL,,,# # #,1.02E+18,https://twitter.com/corkyd/status/1018452315089588225
Jobs in Tennessee,Tenn_HR,12/24/2017 8:00,0,0,"Tech Support Analyst: Job Summary About Flash Technology Flash Technology, an SPX Corporation business, provides certified FAA obstruction lighting systems, tower lights, and monitoring equipment to the telecom,… http://tw.eet.link/Q7Qgz0 # IT # job # hiring # IT # techjob # ITJob",,,# # # # # #,9.45E+17,https://twitter.com/Tenn_HR/status/944915582415073280
Patricia W. Adam,patriciawadam,2/23/2017 9:20,0,0,FLASH TECHNOLOGY FH 3620-2 TOWER SAFETY LED OBSTRUCTION LIGHTING https://goo.gl/fb/mhD2vZ,,,,8.35E+17,https://twitter.com/patriciawadam/status/834769933435297792
Flash Technology,flashtechnology,8/31/2010 17:43,0,0,"Flash Technology's advanced MET tower lighting solutions will be at AWEA's Wind Resource & Assessment Workshop, Sep 14-15 Oklahoma City, OK",,,,22651384414,https://twitter.com/flashtechnology/status/22651384414
IT Jobs Tennessee,ITTennessee,12/29/2017 7:14,0,0,"Tech Support Analyst: Job Summary About Flash Technology Flash Technology, an SPX Corporation business, provides certified FAA obstruction lighting systems, tower lights, and monitoring equipment to the telecom,… http://tw.eet.link/Q84GkJ # IT # job # hiring # IT # techjob # ITJob",,,# # # # # #,9.47E+17,https://twitter.com/ITTennessee/status/946715952686686208
SPX FLOW,SPXFlow,4/17/2015 5:01,0,0,SPX flash technology provides an insight into international regulations for aviation obstruction lighting: http://ow.ly/LxMBG,,,,5.89E+17,https://twitter.com/SPXFlow/status/588990681865134080
jane west,westy1287,10/4/2012 11:56,0,0,"Flash Technology | SPX: Obstruction Lighting For Utilities, Broadcast, and Catenary. Flash Technology provides l... http://bit.ly/QvQ63Q",,,,2.54E+17,https://twitter.com/westy1287/status/253886266234503168
Jobs in Tennessee,Tenn_HR,12/24/2017 8:00,0,0,"Tech Support Analyst: Job Summary About Flash Technology Flash Technology, an SPX Corporation business, provides certified FAA obstruction lighting systems, tower lights, and monitoring equipment to the telecom,… http://tw.eet.link/Q7Qgz0 # IT # job # hiring # IT # techjob # ITJob",,,# # # # # #,9.45E+17,https://twitter.com/Tenn_HR/status/944915582415073280
RandomURL,RandomURL,10/4/2012 12:26,0,0,"Flash Technology | SPX: Obstruction Lighting For Utilities, Broadcast, and Catenary. Flash Technology provides l... http://bit.ly/T5Rw92",,,,2.54E+17,https://twitter.com/RandomURL/status/253893816828981248
People Exclusive,PeoplExclusive,7/18/2018 7:24,0,0,"Global LED Obstruct Lighting Market Current and Future Prospect by 2023: Avlite, Dialight, Flash Technology (SPX) and Hughey & Phillips https://peopleexclusive.com/global-led-obstruct-lighting-market-current-and-future-prospect-challenges/ …",,,,1.02E+18,https://twitter.com/PeoplExclusive/status/1019543385617633280
Loot Mountain,LootMountain,5/8/2018 4:41,0,0,"... Delta Box, Shenzhen Xingbiao, OBSTA, Orga Aviation, Holland Aviation, Shenzhen Ruibu, International Tower Lighting, Flash Technology ( SPX ), Dialight, Obelux, Hubbell Incorporated and Cooper Industries. LED O .. https://www.google.com/url?rct=j&sa=t&url=https://theanalystfinancial.com/191279/led-obstruct-lighting-market-development-by-2023-hughey-phillips-avlite-dialight-and-flash-technology-spx/&ct=ga&cd=CAIyHDAxNGFjNDI5ZGFjY2I1ODM6Y29tOmVuOlVTOlI&usg=AFQjCNE7BeEQefSlaE9bWdvgVHxM8TcAYA …",,,,9.94E+17,https://twitter.com/LootMountain/status/993772751621156864
IT Jobs Tennessee,ITTennessee,1/16/2018 4:08,0,0,"Tech Support Analyst: Job Summary About Flash Technology Flash Technology, an SPX Corporation business, provides certified FAA obstruction lighting systems, tower lights, and monitoring equipment to the telecom,… http://tw.eet.link/QBPwn0 # IT # job # hiring # IT # techjob # ITJob",,,# # # # # #,9.53E+17,https://twitter.com/ITTennessee/status/953192118071148544
SPX FLOW,SPXFlow,4/17/2015 5:01,0,0,SPX flash technology provides an insight into international regulations for aviation obstruction lighting: http://ow.ly/LxMBG,,,,5.89E+17,https://twitter.com/SPXFlow/status/588990681865134080
jane west,westy1287,10/4/2012 11:56,0,0,"Flash Technology | SPX: Obstruction Lighting For Utilities, Broadcast, and Catenary. Flash Technology provides l... http://bit.ly/QvQ63Q",,,,2.54E+17,https://twitter.com/westy1287/status/253886266234503168
Bill Moore,TheSolarTech,6/22/2009 11:49,0,0,"Flash Technology To Provide Lighting For John Deere Wind Energy: based Flash Technology, an SPX subsidiary, has committe http://url4.eu/18RD",,,,2280426176,https://twitter.com/TheSolarTech/status/2280426176
Jobs in Tennessee,Tenn_HR,12/24/2017 8:00,0,0,"Tech Support Analyst: Job Summary About Flash Technology Flash Technology, an SPX Corporation business, provides certified FAA obstruction lighting systems, tower lights, and monitoring equipment to the telecom,… http://tw.eet.link/Q7Qgz0 # IT # job # hiring # IT # techjob # ITJob",,,# # # # # #,9.45E+17,https://twitter.com/Tenn_HR/status/944915582415073280
Jordan Hayes,publicistreport,5/15/2017 7:37,0,0,"Global LED Obstruct Lighting Market-Flash Technology (SPX), Obelux, Dialight, TRANBERG http://publicistreport.com/electronics/global-led-obstruct-lighting-market.html …",,,,8.64E+17,https://twitter.com/publicistreport/status/864082313776443392
TechAnnouncer,TechAnnouncer,4/14/2017 7:57,0,0,"Global LED Obstruct Lighting Market 2017 - Carmanah Technologies, Hughey & Phillips, Dialight, Flash Technology (SPX), Avlite, Orga Aviat... pic.twitter.com/iBtnSUF3bN",,,,8.53E+17,https://twitter.com/TechAnnouncer/status/852853426711130112
RandomURL,RandomURL,10/4/2012 12:26,0,0,"Flash Technology | SPX: Obstruction Lighting For Utilities, Broadcast, and Catenary. Flash Technology provides l... http://bit.ly/T5Rw92",,,,2.54E+17,https://twitter.com/RandomURL/status/253893816828981248
Flash Technology,flashtechnology,7/2/2018 10:27,0,0,"Our offices and manufacturing facility will be closed on Wednesday, July 4 for Independence Day. The NOC will be available should you require customer support. 800.821.5825 | flashnoc@spx.compic.twitter.com/gnOXtG6NTF",,@spx,,1.01E+18,https://twitter.com/flashtechnology/status/1013791223411339265
Flash Technology,flashtechnology,6/7/2018 12:15,0,0,"As carriers retire aging networks, 3G modems will no longer be able to conduct automated notifications as required by the FCC. Flash advises clients to start budgeting for & replacing 3G modems now to ensure continued monitoring compliance. Upgrade to LTE: http://ow.ly/zzMT30kmZfv",,,,1.00E+18,https://twitter.com/flashtechnology/status/1004758671820238848
Flash Technology,flashtechnology,6/23/2016 15:48,0,0,"4,330 sites in 13 months. How to thank staff for their hard work on a hot summer day? # icecreampartypic.twitter.com/g8OpN2ZiRH",,,#,7.46E+17,https://twitter.com/flashtechnology/status/746067376420978689
Flash Technology,flashtechnology,10/10/2011 16:36,0,0,"Flash Technology will be at AWEA Offshore tomorrow, will we see you? http://conta.cc/ozEeST # constantcontact",,,#,1.23E+17,https://twitter.com/flashtechnology/status/123497156119232512
Flash Technology,flashtechnology,5/19/2011 16:51,0,0,Flash Technology Launches New DC-powered Meteorological Ligh... http://conta.cc/jehb9S via # constantcontact,,,#,7.13E+16,https://twitter.com/flashtechnology/status/71317071178375168
Flash Technology,flashtechnology,10/25/2010 7:01,0,0,"Flash Technology @CANWEAs Annual Conference & Expo, November 1-3 Montreal, Quebec ... http://conta.cc/bxRflz via # constantcontact",,@CANWEA,#,28679740083,https://twitter.com/flashtechnology/status/28679740083
Flash Technology,flashtechnology,9/28/2010 6:02,0,0,"Come see Flash Technology's at AWEA Offshore Oct 5-7 in Atlantic City, NJ.... http://conta.cc/bFraAY via # constantcontact",,,#,25771206937,https://twitter.com/flashtechnology/status/25771206937
Outstanding Coins,OutstandingCoi,4/19/2018 15:26,0,0,Flash Technology PC310 Power Converter FAA Obstruction Lighting http://amordad.steinstone.info/US/categories/twt/?item=232739917010 …,,,,9.87E+17,https://twitter.com/OutstandingCoi/status/987049760648585216
IT Jobs Tennessee,ITTennessee,12/29/2017 7:14,0,0,"Tech Support Analyst: Job Summary About Flash Technology Flash Technology, an SPX Corporation business, provides certified FAA obstruction lighting systems, tower lights, and monitoring equipment to the telecom,… http://tw.eet.link/Q84GkJ # IT # job # hiring # IT # techjob # ITJob",,,# # # # # #,9.47E+17,https://twitter.com/ITTennessee/status/946715952686686208
Patricia W. Adam,patriciawadam,11/16/2016 4:12,0,0,FLASH TECHNOLOGY FH 3620-2 NEW LED TOWER LIGHT FAA L-864/865 https://goo.gl/fb/Szgywt,,,,7.99E+17,https://twitter.com/patriciawadam/status/798816060195500033
Gulf Coast Avionics,GCAvionics,3/1/2016 15:02,0,0,"NASA, FAA Team On Emerging Technology Workshop - AVweb flash Article http://ht.ly/YUDzu",,,,7.05E+17,https://twitter.com/GCAvionics/status/704758670589104128
🇺🇸U.S. Flash Feed🇺🇸,Flash_Feed,5/13/2014 17:26,0,0,Airliner-Drone Near Miss Spurring FAA to Clamp Down on UAVs - See on Scoop.it - Flash Technology News It’s... http://tmblr.co/ZUbd0y1FnaJaY,,,,4.66E+17,https://twitter.com/Flash_Feed/status/466328530289430529
indiaupdates,indiaupdates,4/29/2010 18:30,0,0,FAA GIVES INSIDE LOOK AT NEW SATELLITE TECHNOLOGY | Best news: Apple's Steve Jobs attacks Adobe's Flash technology as unfit for iPhone...,,,,13093478297,https://twitter.com/indiaupdates/status/13093478297
Caribou Lighting,CaribouLighting,3/18/2010 22:34,0,0,"Lighting for offshore MET towers and wind turbines : Wind power ...: Flash Technology, the US developer of FAA lig... http://bit.ly/bUS1GR",,,,10702559572,https://twitter.com/CaribouLighting/status/10702559572
American Wind Energy,AWEA,6/22/2009 12:45,0,0,Flash Technology to provide FAA aircraft warning lights for John Deere wind projects: http://bit.ly/Q8hlB,,,,2281166481,https://twitter.com/AWEA/status/2281166481
Jobs in Tennessee,Tenn_HR,12/24/2017 8:00,0,0,"Tech Support Analyst: Job Summary About Flash Technology Flash Technology, an SPX Corporation business, provides certified FAA obstruction lighting systems, tower lights, and monitoring equipment to the telecom,… http://tw.eet.link/Q7Qgz0 # IT # job # hiring # IT # techjob # ITJob",,,# # # # # #,9.45E+17,https://twitter.com/Tenn_HR/status/944915582415073280
Charles Donnelly,wind_power_home,3/18/2010 21:51,0,0,"Lighting for offshore MET towers and wind turbines : Wind power ...: Flash Technology, the US developer of FAA lig... http://bit.ly/9PLnuC",,,,10700729704,https://twitter.com/wind_power_home/status/10700729704
RSC Equipment Rental,RSCEquipment,6/22/2009 12:52,0,0,RT: AWEA Flash Technology to provide FAA aircraft warning lights for John Deere wind projects: http://bit.ly/Q8hlB,,,,2281249125,https://twitter.com/RSCEquipment/status/2281249125
@paulonwind,paulonwind,3/2/2018 14:15,0,0,Flash Technology post bulletin on power supply in Vanguard medium FTS 370 (obstruction light) systems https://goo.gl/PsmUYU # windpower # windindustrypic.twitter.com/4Pg5I7nZ2w,,,# #,9.70E+17,https://twitter.com/paulonwind/status/969652310149292032
JessicaJames,jessicajames942,10/6/2016 8:48,0,0,"Flash Technology, LLC Launches Vanguard® Red Series - http://wp.me/p7ekkL-hz7",,,,7.84E+17,https://twitter.com/jessicajames942/status/784012362433044484
cdtoad,cdtoad,12/5/2012 11:48,0,0,Obstruction light more compact for simpler installation: Flash Technology Vanguard FTS 370i provides multiple fl... http://bit.ly/XqGiOC,,,,2.76E+17,https://twitter.com/cdtoad/status/276367542455513088
Scott Feinberg,ScottFeinberg,11/23/2009 12:03,0,0,FLASH: PGA to honor Joss Whedon with 2010 Vanguard Award for achievement in new media and technology.,,,,5981462358,https://twitter.com/ScottFeinberg/status/5981462358
TheAppWhisperer.com,TheAppWhisperer,10/5/2009 4:45,0,0,Adobe tries keeping Flash in Web vanguard: Stephen Shankland writes about a wide range of technology and produc.. http://bit.ly/2AQmaF,,,,4624079257,https://twitter.com/TheAppWhisperer/status/4624079257
ecoustics,ecoustics,10/5/2009 4:30,0,0,# technology # news Adobe tries keeping Flash in Web vanguard: Some want browsers t.. http://bit.ly/IoPRV @ eCoustics,,@,# #,4623921013,https://twitter.com/ecoustics/status/4623921013
fullnelson,fullnelson,5/29/2009 17:21,0,0,"Notes; “Japan: Robot Nation” Current TV: Vanguard, Dec 11, ’08 (VIDEO: Flash) http://bit.ly/16JaJx (Demographics, Population, Technology)",,,,1964516596,https://twitter.com/fullnelson/status/1964516596
IreneManning,irenemanning491,10/11/2016 20:55,0,0,"Flash Technology, LLC Launches Vanguard® Red Series - http://wp.me/p7jhDb-iJg",,,,7.86E+17,https://twitter.com/irenemanning491/status/786007414067736576
whichcellphoneapp,whichcellphonea,10/5/2009 4:45,0,0,Adobe tries keeping Flash in Web vanguard: Stephen Shankland writes about a wide range of technology and produc.. http://bit.ly/2AQmaF,,,,4624079609,https://twitter.com/whichcellphonea/status/4624079609
Flash Technology,flashtechnology,7/17/2018 15:05,0,0,The FTB 205 high intensity xenon tower lighting system now ships with a new coupling transformer assembly. Integrating couplers increases the reliability of the lighting system by improving tube and trigger performance. Instruction sheet and manual at http://ow.ly/blXD30kZQjZ pic.twitter.com/mmrl4tUqeB,,,,1.02E+18,https://twitter.com/flashtechnology/status/1019296983201091584
Flash Technology,flashtechnology,9/7/2010 7:03,0,0,Flash Technology's advanced MET tower lighting solutions wil... http://conta.cc/cyVKGo via # constantcontact,,,#,23227725515,https://twitter.com/flashtechnology/status/23227725515
Flash Technology,flashtechnology,7/17/2018 15:05,0,0,The FTB 205 high intensity xenon tower lighting system now ships with a new coupling transformer assembly. Integrating couplers increases the reliability of the lighting system by improving tube and trigger performance. Instruction sheet and manual at http://ow.ly/blXD30kZQjZ pic.twitter.com/mmrl4tUqeB,,,,1.02E+18,https://twitter.com/flashtechnology/status/1019296983201091584
BYUEnglishInternship,BYUEnglintern,3/28/2017 16:51,0,0,Apply before Apr 16 for a technical writing # internship with IM Flash Technologies. @ flashtechnology # writing http://englishinternships.byu.edu/?p=1607 pic.twitter.com/kCud4FW864,,@,# #,8.47E+17,https://twitter.com/BYUEnglintern/status/846827231003389952
DataGroup Asia,DataGroupAsia,5/26/2015 16:34,0,0,Flash Technology http://dg-di.cn/DG/11/7793.htm # FlashTechnology # UnitedStates # TacticalStrategic # Report # Corporate # Profit # Loss # Company,,,# # # # # # # #,6.03E+17,https://twitter.com/DataGroupAsia/status/603298103895142400
Flash Technology,flashtechnology,10/10/2011 16:36,0,0,"Flash Technology will be at AWEA Offshore tomorrow, will we see you? http://conta.cc/ozEeST # constantcontact",,,#,1.23E+17,https://twitter.com/flashtechnology/status/123497156119232512
Flash Technology,flashtechnology,9/22/2011 17:34,0,0,Flash Technology will be at CANWEA http://conta.cc/nWmLkd # constantcontact,,,#,1.17E+17,https://twitter.com/flashtechnology/status/116988879952818176
Flash Technology,flashtechnology,9/22/2011 9:41,0,0,Flash Technology wants to see you at PCIA http://conta.cc/rqUcoM # constantcontact,,,#,1.17E+17,https://twitter.com/flashtechnology/status/116869737157369857
Flash Technology,flashtechnology,6/24/2011 10:26,0,0,Light the Wind - News from Flash Technology http://conta.cc/jazpvK via # constantcontact,,,#,8.43E+16,https://twitter.com/flashtechnology/status/84266162405376000
Flash Technology,flashtechnology,5/19/2011 16:51,0,0,Flash Technology Launches New DC-powered Meteorological Ligh... http://conta.cc/jehb9S via # constantcontact,,,#,7.13E+16,https://twitter.com/flashtechnology/status/71317071178375168
Flash Technology,flashtechnology,5/9/2011 13:26,0,0,Flash Technology at Windpower 2011 http://conta.cc/knZ9JI via # constantcontact,,,#,6.76E+16,https://twitter.com/flashtechnology/status/67641613173784578
Flash Technology,flashtechnology,10/25/2010 7:01,0,0,"Flash Technology @CANWEAs Annual Conference & Expo, November 1-3 Montreal, Quebec ... http://conta.cc/bxRflz via # constantcontact",,@CANWEA,#,28679740083,https://twitter.com/flashtechnology/status/28679740083
ArticlesMagic Plus!,ArticlesMP,9/30/2010 5:06,0,0,Ignoring # PDF to Flash Technology can be a huge mistake http://goo.gl/fb/G3wzC # businessesonline # flashtechnology,,,# # #,25963114730,https://twitter.com/ArticlesMP/status/25963114730
Flash Technology,flashtechnology,9/28/2010 6:02,0,0,"Come see Flash Technology's at AWEA Offshore Oct 5-7 in Atlantic City, NJ.... http://conta.cc/bFraAY via # constantcontact",,,#,25771206937,https://twitter.com/flashtechnology/status/25771206937
Flash Technology,flashtechnology,9/7/2010 7:03,0,0,Flash Technology's advanced MET tower lighting solutions wil... http://conta.cc/cyVKGo via # constantcontact,,,#,23227725515,https://twitter.com/flashtechnology/status/23227725515
BigBox Power,BigboxPower,6/21/2018 4:48,0,0,Flash Technology - FTS 371 DC - A1 Towers - Red Obstruction Lighting System https://goo.gl/qHxmpY pic.twitter.com/TpTEV1Fqtd,,,,1.01E+18,https://twitter.com/BigboxPower/status/1009719793329598470
@paulonwind,paulonwind,3/2/2018 14:15,0,0,Flash Technology post bulletin on power supply in Vanguard medium FTS 370 (obstruction light) systems https://goo.gl/PsmUYU # windpower # windindustrypic.twitter.com/4Pg5I7nZ2w,,,# #,9.70E+17,https://twitter.com/paulonwind/status/969652310149292032
Shawn Wilkerson,WhelenVortexR,12/11/2013 20:50,0,0,I liked a @ YouTube video http://youtu.be/AClSe4b-uv0?a 2013 Radio magazine Pick Hit: Flash Technology FTS 370w,,@,,4.11E+17,https://twitter.com/WhelenVortexR/status/410949871718637568
Radio magazine,Radiomagazine,5/10/2013 11:37,0,0,Flash Technology FTS 370w: Solid-state tower lighting and 2013 Pick Hit Award Winner http://bit.ly/15Ug4ZD,,,,3.33E+17,https://twitter.com/Radiomagazine/status/332882150099677184
cdtoad,cdtoad,12/5/2012 11:48,0,0,Obstruction light more compact for simpler installation: Flash Technology Vanguard FTS 370i provides multiple fl... http://bit.ly/XqGiOC,,,,2.76E+17,https://twitter.com/cdtoad/status/276367542455513088
People Exclusive,PeoplExclusive,7/18/2018 7:24,0,0,"Global LED Obstruct Lighting Market Current and Future Prospect by 2023: Avlite, Dialight, Flash Technology (SPX) and Hughey & Phillips https://peopleexclusive.com/global-led-obstruct-lighting-market-current-and-future-prospect-challenges/ …",,,,1.02E+18,https://twitter.com/PeoplExclusive/status/1019543385617633280
Loot Mountain,LootMountain,5/8/2018 4:41,0,0,"... Delta Box, Shenzhen Xingbiao, OBSTA, Orga Aviation, Holland Aviation, Shenzhen Ruibu, International Tower Lighting, Flash Technology ( SPX ), Dialight, Obelux, Hubbell Incorporated and Cooper Industries. LED O .. https://www.google.com/url?rct=j&sa=t&url=https://theanalystfinancial.com/191279/led-obstruct-lighting-market-development-by-2023-hughey-phillips-avlite-dialight-and-flash-technology-spx/&ct=ga&cd=CAIyHDAxNGFjNDI5ZGFjY2I1ODM6Y29tOmVuOlVTOlI&usg=AFQjCNE7BeEQefSlaE9bWdvgVHxM8TcAYA …",,,,9.94E+17,https://twitter.com/LootMountain/status/993772751621156864
IT Jobs Tennessee,ITTennessee,1/16/2018 4:08,0,0,"Tech Support Analyst: Job Summary About Flash Technology Flash Technology, an SPX Corporation business, provides certified FAA obstruction lighting systems, tower lights, and monitoring equipment to the telecom,… http://tw.eet.link/QBPwn0 # IT # job # hiring # IT # techjob # ITJob",,,# # # # # #,9.53E+17,https://twitter.com/ITTennessee/status/953192118071148544
Global LEDsOLEDs,GlobalLEDsOLEDs,5/2/2017 8:14,0,0,"Global Medium Intensity LED Obstruct Light Market 2017 - Dialight, Avlite, Flash Technology (SPX), Orga Aviation,... http://fb.me/ypmmQSEf",,,,8.59E+17,https://twitter.com/GlobalLEDsOLEDs/status/859380595238907904
D. Pryor,TheOriginator23,8/6/2015 13:40,0,0,SPX Flash Technology is doing a great job so far lol. Gave me a birthday… https://instagram.com/p/6DPdm8RQL9Yovy35RT_wnDkQl_W7Ho7V2dfK40/ …,,,,6.29E+17,https://twitter.com/TheOriginator23/status/629346381371699200
SPX FLOW,SPXFlow,4/17/2015 5:01,0,0,SPX flash technology provides an insight into international regulations for aviation obstruction lighting: http://ow.ly/LxMBG,,,,5.89E+17,https://twitter.com/SPXFlow/status/588990681865134080
Intensity Jobs,intensityjobs,12/18/2013 7:37,0,0,"Product Support Manager: TN-Nashville, Business Unit Description Flash Technology, an SPX brand, has been... http://dlvr.it/4XJh9S",,,,4.13E+17,https://twitter.com/intensityjobs/status/413286910778294272
jane west,westy1287,10/4/2012 11:56,0,0,"Flash Technology | SPX: Obstruction Lighting For Utilities, Broadcast, and Catenary. Flash Technology provides l... http://bit.ly/QvQ63Q",,,,2.54E+17,https://twitter.com/westy1287/status/253886266234503168
